20150401,CHX,GOOGL,0.0
20150402,CHX,GOOGL,0.0
20150406,CHX,GOOGL,0.0
20150407,CHX,GOOGL,0.0
20150408,CHX,GOOGL,0.0
20150409,CHX,GOOGL,0.0
20150410,CHX,GOOGL,0.0
20150413,CHX,GOOGL,0.0
20150414,CHX,GOOGL,0.0
20150415,CHX,GOOGL,0.0
20150416,CHX,GOOGL,0.0
20150417,CHX,GOOGL,0.0
20150420,CHX,GOOGL,0.0
20150421,CHX,GOOGL,0.0
20150422,CHX,GOOGL,0.0
20150423,CHX,GOOGL,0.35
20150424,CHX,GOOGL,0.0
20150427,CHX,GOOGL,0.0
20150428,CHX,GOOGL,0.0
20150429,CHX,GOOGL,0.0
20150430,CHX,GOOGL,0.0
20160401,CHX,GOOGL,0.032
20160404,CHX,GOOGL,0.0
20160405,CHX,GOOGL,0.0
20160406,CHX,GOOGL,0.3
20160407,CHX,GOOGL,0.0
20160408,CHX,GOOGL,0.0
20160411,CHX,GOOGL,0.0
20160412,CHX,GOOGL,0.0
20160413,CHX,GOOGL,0.0
20160414,CHX,GOOGL,0.0
20160415,CHX,GOOGL,0.0
20160418,CHX,GOOGL,0.0
20160419,CHX,GOOGL,0.0
20160420,CHX,GOOGL,0.23199999999999998
20160421,CHX,GOOGL,0.0
20160422,CHX,GOOGL,0.156
20160425,CHX,GOOGL,0.387
20160426,CHX,GOOGL,0.0
20160427,CHX,GOOGL,0.0
20160428,CHX,GOOGL,0.0
20160429,CHX,GOOGL,0.0
20150803,CHX,GOOGL,0.0
20150804,CHX,GOOGL,0.0
20150805,CHX,GOOGL,0.0
20150806,CHX,GOOGL,0.0
20150807,CHX,GOOGL,0.0
20150810,CHX,GOOGL,0.0
20150811,CHX,GOOGL,0.0
20150812,CHX,GOOGL,0.0
20150813,CHX,GOOGL,0.0
20150814,CHX,GOOGL,0.0
20150817,CHX,GOOGL,0.0
20150818,CHX,GOOGL,0.0
20150820,CHX,GOOGL,0.0
20150821,CHX,GOOGL,0.5
20150824,CHX,GOOGL,3.0
20150825,CHX,GOOGL,0.1
20150826,CHX,GOOGL,0.0
20150827,CHX,GOOGL,0.0
20150828,CHX,GOOGL,0.0
20150831,CHX,GOOGL,0.0
20160801,CHX,GOOGL,0.0
20160802,CHX,GOOGL,0.0
20160803,CHX,GOOGL,0.0
20160804,CHX,GOOGL,0.0
20160805,CHX,GOOGL,0.0
20160808,CHX,GOOGL,0.0
20160809,CHX,GOOGL,0.0
20160810,CHX,GOOGL,0.0
20160811,CHX,GOOGL,0.0
20160812,CHX,GOOGL,0.0
20160815,CHX,GOOGL,0.0
20160816,CHX,GOOGL,0.0
20160817,CHX,GOOGL,0.0
20160818,CHX,GOOGL,0.0
20160819,CHX,GOOGL,0.0
20160822,CHX,GOOGL,0.0
20160823,CHX,GOOGL,0.0
20160824,CHX,GOOGL,0.0
20160825,CHX,GOOGL,0.0
20160826,CHX,GOOGL,0.0
20160829,CHX,GOOGL,0.0
20160830,CHX,GOOGL,0.0
20160831,CHX,GOOGL,0.0
20151201,CHX,GOOGL,0.0
20151202,CHX,GOOGL,0.0
20151203,CHX,GOOGL,0.0
20151204,CHX,GOOGL,0.0
20151207,CHX,GOOGL,0.021
20151208,CHX,GOOGL,0.0
20151209,CHX,GOOGL,0.047
20151210,CHX,GOOGL,0.1
20151211,CHX,GOOGL,0.0
20151214,CHX,GOOGL,0.0
20151215,CHX,GOOGL,0.01
20151216,CHX,GOOGL,0.0
20151217,CHX,GOOGL,0.0
20151218,CHX,GOOGL,0.0
20151221,CHX,GOOGL,0.0
20151222,CHX,GOOGL,0.0
20151223,CHX,GOOGL,0.0
20151224,CHX,GOOGL,0.0
20151228,CHX,GOOGL,0.0
20151229,CHX,GOOGL,0.0
20151230,CHX,GOOGL,0.383
20151231,CHX,GOOGL,0.0
20161201,CHX,GOOGL,0
20161202,CHX,GOOGL,0
20161206,CHX,GOOGL,0
20161207,CHX,GOOGL,0
20161208,CHX,GOOGL,0
20161209,CHX,GOOGL,0
20161212,CHX,GOOGL,0
20161213,CHX,GOOGL,0
20161214,CHX,GOOGL,0
20161215,CHX,GOOGL,2.11
20161216,CHX,GOOGL,0
20161219,CHX,GOOGL,0
20161220,CHX,GOOGL,0
20161221,CHX,GOOGL,0
20161222,CHX,GOOGL,0
20161223,CHX,GOOGL,0
20161227,CHX,GOOGL,0
20161228,CHX,GOOGL,0
20161229,CHX,GOOGL,0
20161230,CHX,GOOGL,0
20150202,CHX,GOOGL,0.0
20150203,CHX,GOOGL,0.0
20150204,CHX,GOOGL,0.0
20150205,CHX,GOOGL,0.0
20150206,CHX,GOOGL,0.0
20150209,CHX,GOOGL,0.0
20150210,CHX,GOOGL,0.0
20150211,CHX,GOOGL,0.0
20150212,CHX,GOOGL,0.0
20150213,CHX,GOOGL,0.0
20150217,CHX,GOOGL,0.0
20150218,CHX,GOOGL,0.0
20150219,CHX,GOOGL,0.0
20150220,CHX,GOOGL,0.0
20150223,CHX,GOOGL,0.0
