Bats-Y,57.7605336173
Bats-Z,83.7883113627
Arca,98.8810692914
Nasdaq,54.4081897584
CHX,3940.96900711
Edge-A,84.4312054809
Edge-X,52.4526136782
Amex,42.8800310811
Boston,75.8527939909
NYSE,37.0124189618
,None
NSX,504.463995447
Phlx,236.187382032
