Bats-Y,51.3442547775
Bats-Z,82.6363617293
Arca,103.016784055
Nasdaq,51.1089896314
CHX,2038.23325409
Edge-A,79.913768355
Edge-X,48.7776710583
Amex,44.1530655035
Boston,68.8742369886
NYSE,37.6859766444
,None
NSX,190.541953767
Phlx,240.299558578
