Bats-Y,84.5133830322
Bats-Z,102.283690007
Arca,100.367498655
Nasdaq,60.4644593658
CHX,1912.29343525
Edge-A,130.376207356
Edge-X,69.4092805202
Amex,37.7241740868
Boston,137.218518837
NYSE,48.363753829
,None
NSX,2468.86796439
Phlx,327.518669364
