Bats-Y,71.5958222792
Bats-Z,89.4658740885
Arca,90.203441156
Nasdaq,55.5893088249
Edge-A,113.358018231
CHX,3167.68657178
Edge-X,60.0392133694
Amex,35.7212426782
Boston,90.0808994327
NYSE,40.3769934241
,None
NSX,1062.21648563
Phlx,240.828731093
