20150401,Boston,GOOGL,65.368
20150402,Boston,GOOGL,78.92
20150406,Boston,GOOGL,61.472
20150407,Boston,GOOGL,36.068
20150408,Boston,GOOGL,35.028
20150409,Boston,GOOGL,42.387
20150410,Boston,GOOGL,44.736
20150413,Boston,GOOGL,49.075
20150414,Boston,GOOGL,74.034
20150415,Boston,GOOGL,80.348
20150416,Boston,GOOGL,48.717
20150417,Boston,GOOGL,67.302
20150420,Boston,GOOGL,86.085
20150421,Boston,GOOGL,40.277
20150422,Boston,GOOGL,43.653
20150423,Boston,GOOGL,101.148
20150424,Boston,GOOGL,124.913
20150427,Boston,GOOGL,70.434
20150428,Boston,GOOGL,53.848
20150429,Boston,GOOGL,47.35
20150430,Boston,GOOGL,56.419
20160401,Boston,GOOGL,43.166000000000004
20160404,Boston,GOOGL,29.930999999999997
20160405,Boston,GOOGL,30.61
20160406,Boston,GOOGL,28.447
20160407,Boston,GOOGL,30.148000000000003
20160408,Boston,GOOGL,27.636
20160411,Boston,GOOGL,42.586999999999996
20160412,Boston,GOOGL,35.838
20160413,Boston,GOOGL,33.735
20160414,Boston,GOOGL,30.625
20160415,Boston,GOOGL,38.1
20160418,Boston,GOOGL,50.619
20160419,Boston,GOOGL,61.881
20160420,Boston,GOOGL,55.966
20160421,Boston,GOOGL,63.253
20160422,Boston,GOOGL,183.53599999999997
20160425,Boston,GOOGL,59.342
20160426,Boston,GOOGL,53.98
20160427,Boston,GOOGL,93.206
20160428,Boston,GOOGL,88.554
20160429,Boston,GOOGL,68.07
20150803,Boston,GOOGL,43.611
20150804,Boston,GOOGL,49.044
20150805,Boston,GOOGL,62.895
20150806,Boston,GOOGL,77.392
20150807,Boston,GOOGL,42.203
20150810,Boston,GOOGL,43.741
20150811,Boston,GOOGL,125.783
20150812,Boston,GOOGL,92.127
20150813,Boston,GOOGL,49.757
20150814,Boston,GOOGL,46.268
20150817,Boston,GOOGL,35.527
20150818,Boston,GOOGL,32.474
20150819,Boston,GOOGL,59.526
20150820,Boston,GOOGL,84.127
20150821,Boston,GOOGL,122.058
20150824,Boston,GOOGL,179.233
20150825,Boston,GOOGL,97.799
20150826,Boston,GOOGL,74.616
20150827,Boston,GOOGL,76.429
20150828,Boston,GOOGL,68.849
20150831,Boston,GOOGL,56.318
20160801,Boston,GOOGL,87.52799999999999
20160802,Boston,GOOGL,47.858999999999995
20160803,Boston,GOOGL,45.753
20160804,Boston,GOOGL,36.358000000000004
20160805,Boston,GOOGL,32.817
20160808,Boston,GOOGL,27.43
20160809,Boston,GOOGL,40.076
20160810,Boston,GOOGL,19.090999999999998
20160811,Boston,GOOGL,14.562999999999999
20160812,Boston,GOOGL,18.957
20160815,Boston,GOOGL,23.033
20160816,Boston,GOOGL,21.933000000000003
20160817,Boston,GOOGL,20.59
20160818,Boston,GOOGL,36.523
20160819,Boston,GOOGL,18.843
20160822,Boston,GOOGL,21.331
20160823,Boston,GOOGL,28.934
20160824,Boston,GOOGL,43.102
20160825,Boston,GOOGL,33.371
20160826,Boston,GOOGL,29.215
20160829,Boston,GOOGL,15.985999999999999
20160830,Boston,GOOGL,30.826999999999998
20160831,Boston,GOOGL,21.226999999999997
20151201,Boston,GOOGL,47.706
20151202,Boston,GOOGL,66.298
20151203,Boston,GOOGL,55.176
20151204,Boston,GOOGL,53.789
20151207,Boston,GOOGL,39.159
20151208,Boston,GOOGL,40.898
20151209,Boston,GOOGL,68.858
20151210,Boston,GOOGL,36.112
20151211,Boston,GOOGL,59.949
20151214,Boston,GOOGL,58.435
20151215,Boston,GOOGL,53.726
20151216,Boston,GOOGL,64.012
20151217,Boston,GOOGL,40.987
20151218,Boston,GOOGL,58.026
20151221,Boston,GOOGL,32.432
20151222,Boston,GOOGL,40.778
20151223,Boston,GOOGL,32.674
20151224,Boston,GOOGL,10.102
20151228,Boston,GOOGL,40.713
20151229,Boston,GOOGL,42.955
20151230,Boston,GOOGL,31.13
20151231,Boston,GOOGL,38.929
20161201,Boston,GOOGL,77.196
20161202,Boston,GOOGL,52.906
20161205,Boston,GOOGL,39.022
20161206,Boston,GOOGL,41.544
20161207,Boston,GOOGL,42.682
20161208,Boston,GOOGL,59.656
20161209,Boston,GOOGL,38.716
20161212,Boston,GOOGL,29.496
20161213,Boston,GOOGL,39.82
20161214,Boston,GOOGL,38.251
20161215,Boston,GOOGL,42.221
20161216,Boston,GOOGL,48.679
20161219,Boston,GOOGL,22.905
20161220,Boston,GOOGL,24.047
20161221,Boston,GOOGL,45.281
20161222,Boston,GOOGL,24.485
20161223,Boston,GOOGL,9.91
20161227,Boston,GOOGL,18.559
20161228,Boston,GOOGL,20.512
20161229,Boston,GOOGL,26.742
20161230,Boston,GOOGL,26.884
20150202,Boston,GOOGL,129.412
20150203,Boston,GOOGL,83.773
20150204,Boston,GOOGL,45.067
20150205,Boston,GOOGL,58.748
20150206,Boston,GOOGL,79.207
20150209,Boston,GOOGL,50.773
20150210,Boston,GOOGL,61.586
20150211,Boston,GOOGL,56.218
20150212,Boston,GOOGL,73.89
20150213,Boston,GOOGL,76.943
20150217,Boston,GOOGL,63.382
20150218,Boston,GOOGL,51.7
20150219,Boston,GOOGL,54.413
20150220,Boston,GOOGL,68.298
20150223,Boston,GOOGL,69.214
20150224,Boston,GOOGL,59.928
20150225,Boston,GOOGL,61.426
20150226,Boston,GOOGL,85.27
20150227,Boston,GOOGL,118.875
20160201,Boston,GOOGL,77.53699999999999
20160202,Boston,GOOGL,139.496
20160203,Boston,GOOGL,129.003
20160204,Boston,GOOGL,96.431
20160205,Boston,GOOGL,110.65700000000001
20160208,Boston,GOOGL,111.345
20160209,Boston,GOOGL,82.676
20160210,Boston,GOOGL,66.149
20160211,Boston,GOOGL,63.351000000000006
20160212,Boston,GOOGL,45.69
20160216,Boston,GOOGL,52.695
20160217,Boston,GOOGL,61.196000000000005
20160218,Boston,GOOGL,39.21
20160219,Boston,GOOGL,29.491
20160222,Boston,GOOGL,49.50899999999999
20160223,Boston,GOOGL,39.382
20160224,Boston,GOOGL,33.589
20160225,Boston,GOOGL,47.291000000000004
20160226,Boston,GOOGL,39.665
20160229,Boston,GOOGL,47.27
20150102,Boston,GOOGL,44.428
20150105,Boston,GOOGL,56.664
20150106,Boston,GOOGL,90.398
20150107,Boston,GOOGL,80.137
20150108,Boston,GOOGL,115.206
20150109,Boston,GOOGL,59.976
20150112,Boston,GOOGL,84.956
20150113,Boston,GOOGL,95.611
20150114,Boston,GOOGL,75.022
20150115,Boston,GOOGL,51.691
20150116,Boston,GOOGL,73.016
20150120,Boston,GOOGL,51.232
20150121,Boston,GOOGL,84.184
20150122,Boston,GOOGL,73.989
20150123,Boston,GOOGL,76.385
20150126,Boston,GOOGL,33.454
20150127,Boston,GOOGL,65.096
20150128,Boston,GOOGL,47.025
20150129,Boston,GOOGL,114.405
20150130,Boston,GOOGL,127.426
20160104,Boston,GOOGL,94.697
20160105,Boston,GOOGL,44.907
20160106,Boston,GOOGL,56.723
20160107,Boston,GOOGL,65.686
20160108,Boston,GOOGL,45.556000000000004
20160111,Boston,GOOGL,52.919
20160112,Boston,GOOGL,56.16
20160113,Boston,GOOGL,62.022
20160114,Boston,GOOGL,80.354
20160115,Boston,GOOGL,75.79899999999999
20160119,Boston,GOOGL,44.292
20160120,Boston,GOOGL,92.743
20160121,Boston,GOOGL,48.638999999999996
20160122,Boston,GOOGL,48.41
20160125,Boston,GOOGL,44.894
20160126,Boston,GOOGL,24.839000000000002
20160127,Boston,GOOGL,43.523999999999994
20160128,Boston,GOOGL,57.424
20160129,Boston,GOOGL,70.138
20150701,Boston,GOOGL,57.446
20150702,Boston,GOOGL,38.048
20150706,Boston,GOOGL,46.227
20150707,Boston,GOOGL,67.157
20150708,Boston,GOOGL,71.13
20150709,Boston,GOOGL,58.222
20150710,Boston,GOOGL,78.543
20150713,Boston,GOOGL,56.746
20150714,Boston,GOOGL,179.575
20150715,Boston,GOOGL,62.846
20150716,Boston,GOOGL,145.077
20150717,Boston,GOOGL,295.158
20150720,Boston,GOOGL,112.11
20150721,Boston,GOOGL,92.817
20150722,Boston,GOOGL,117.173
20150723,Boston,GOOGL,86.383
20150724,Boston,GOOGL,140.32
20150727,Boston,GOOGL,88.182
20150728,Boston,GOOGL,58.536
20150729,Boston,GOOGL,55.917
20150730,Boston,GOOGL,64.131
20150731,Boston,GOOGL,61.7
20160701,Boston,GOOGL,49.403
20160705,Boston,GOOGL,38.847
20160706,Boston,GOOGL,53.354
20160707,Boston,GOOGL,30.781
20160708,Boston,GOOGL,50.364
20160711,Boston,GOOGL,31.338
20160712,Boston,GOOGL,36.207
